,sentiment,tweet
968817,4,@LabbadiaSisters how did ur show go???  ilovejb(:
592541,0,Ooopsies!! I just realized that I never check my updates mentioning me and I look like a B**** for not responding...sorry ya'll! 
468105,0,I'm removing people from my follow list. They're just spamming and it's very very annoying. 
1391595,4,"@trixibelle67 We're still out shopping, @snowbabies will give you a ring later, you seem to be doing fine "
1236487,4,"@HimOverThere yeah I think I'll ask her, just in case!  xx"
386877,0,Reviiiiiiising 
1088790,4,@KATELEWiS_  dependss  you could be a early bird 
765601,0,@BlueSpirit3 i did omg i was screaming at the tv...so fuckin sad  george was my favourite..i love T.R Knight...
373071,0,"@nikkluv  there is no greater honor than this. thank you, THANK YOU. i'll guard them with my life."
602439,0,@Laanetweets And I bet it works as well as it does here- not well. 
1295685,4,"@TomFelton I hope it will get fixed soon!  Hope you'll reply to me, i'm a big fan. "
957292,4,@jamesrbeaumont i'm hoping to get tickets to 
676149,0,I'm torn..   do I let more beer in or more food in?? hello New Castle!!! #fb
763598,0,"not feeling well and have lost cellphone and phone service to be able to call in to work, probably will lose job  Very sick"
666035,0,What's on your weekend agenda? Mine: work    ---I hope you've seen all our TorD videos---it was so much fun!!! Xxx AJ ?
787995,0,Freaking stomach flu kept me up.  I guess no sleep for me.
500065,0,@EileenMCastroMA well im single  so no one to yell at me and im currently working so im living it up for now hahah
1061245,4,That was one of the longest showers ever. Wowww. So clean 
1170106,4,Now... I have to draw... �_�... 
923294,4,"@penguinnose http://twitpic.com/4rnaq - I have my own Harry Potter robe, too!!!  it's a Ravenclaw robe, though. "
495306,0,Moral of the day: Never leave revision for an exam last minute... especially when you have a bad memory 
398041,0,@PinupLisaLove 2 reasons: 1) money's tight right now and 2) i have finals starting monday so im studying and doing homework 
176262,0,"@Ashcoates its been fun so far, but its nothing like a festival altho we did have a cider this afternoon, but only the one "
80601,0,@IMTIRON  me. im shocked that wasn't a mass text.
1043381,4,@Pearl It's a  test for this company I'm applying to  Enjoy Tagaytay!
793457,0,ahh it's still sooo hot in here   hopefully they have the AC fixed at work today
1577276,4,is on heat ! grab your mouse and point your cursor to the link &gt; www.womynlikeus.blogspot.com and click enter 
135069,0,Today isn't my day I'm tired and sitting up in the S.S office...Somebody come save me 
792005,0,"@amandapalmer is playing tonight in LA and i won't be able to go   sad, sad, sad..."
377419,0,@Toxica_Acid it's a good name dammit 
902642,4,haappy bank holiday  2 weeeeks. aah!
672012,0,@meesasun Actually I haven't seen one in a while    There was a French short on tv last night that reminded me I need to see more!
180625,0,Just ran over my first bird. 
963763,4,@gjhead it was good to see you and @vlh at the #twootenany last night 
661835,0,@xBlueEyes2x OH MAN!!!  x i wanna send you link to youtube lol! i have a good one! LOVEYOUUU xxx
673430,0,@jocelynvv1 Haha...I can say that after you leave again...cuz I'll be alone again!  When are you coming home again?
462257,0,"Make that Harpers Island. True Blood isn't online yet, "
642933,0,@MyriadM Dammit their stole our domain! mhhhmm.. 
276027,0,@mikeon425  thanks now there is one thing a pc can do that a mac can't.
1093700,4,@nessie_111 all good here.you enjoyin sun yet.lol 
675546,0,"@trey GoDaddy.  I tried a couple other registrars with no success.  Also, Adium messes up the IDNs "
777129,0,I have a toothache 
1458761,4,@urbenkeach lol! Thanks for that 
945996,4,@ButtercupD I will. Now I'm hungry for ice cream. 
629089,0,@TheChristinaKim Sigh  That sounds horrible. But in our world it does grow back!! That I can assure you of! 8:30. I wouldn't miss it!!!
1306471,4,@davemacdonald @AaronTempler @FabianPattberg @davidcoethica @RealizedWorth Thank you for your help! The Preso/ Paper was received well! 
1352527,4,FYI: GameStop may have a midnite release event for #beatlesrockband. 
729411,0,Lovely day in Adelaide today... too bad i gotta stay in and finish off my assignments 
550624,0,*sigh* why do we continuously let them walk out? All I can do is just be a good friend 
423353,0,"@shelliwazzu Morning hunni.I'm good,weather is not.Day at the zoo is ruined  How are you?? XX"
932983,4,Barry Zito is freaking awesome! I never knew that he likes Radiohead. A LOT. That's freaking sick right there! 
925857,4,Come on let's #twitterTakeover! 
1043241,4,@Brunette01 @SingleGal @TinaMc @joannagarzilli @AlohaCarrie @astrowebgirl @paulina1 @meganlogan #followfriday All my Happy Tweeps 
1401338,4,@sarapalmertwit SUCH a great idea yes?!  Good luck with biology revision   You are in all my 'tweets' too!
732172,0,@itsdemo yea.. i no ..but still   kutner was awesome !
1340046,4,@AriesBaby418 Me @ 
154636,0,is still doing her assignment and has a cold  
749726,0,Needs a new Xbox 360 game as I've just finished Dead Space...seems like no decent games have been released recently  any suggestions?
1314197,4,"@choochootheband haha, thanks. Looks like we might've gotten 1in of rain so far "
577046,0,have stomach bug - will spend day at home so I don't share.. 
1566572,4,"Ha, it can't decide . One minute it has a girlfriend than it has a husband . Whatever it is, its a player "
1195617,4,WOWWWWW  Toy Story 3 Teaser Trailer (HD) http://bit.ly/xCbET
651507,0,".@stewart21 In Ontario now... my sister's graduation is this weekend, so we drove down for that. And I got a speeding ticket in Quebec "
487937,0,all my plans got cancelled  now my day is boring
726306,0,@mahlonlandis on contract for selling  it is perfect. Everything. Even the price. Ah something always goes wrong.I need to win the lottery
235675,0,"@minorityx im not sure yet, wherever has an all ages show! unlike perth "
37087,0,"Oy! my friend and i went on an intense walk the other day, now my calves hurt like nobody's business "
291017,0,"@technex Yeah, he sure could! Too bad he's no longer with us .... "
210130,0,is sad.  tearrrr
1446627,4,@BelieveInJojo you and the rest of the world would get over it!  miss you already!!
812195,4,@DonRoberts @chantelleaustin @LorenaHeletea thanks 
1464640,4,I go eat... For this day really goodby guys... I love U  www.miley-is-smiley.blog.cz !! Read IT!!
1305148,4,"Congrats to Andy, Andrea and big sis Maddie  I love babies!"
500151,0,@kritty you found me on the intraneats?!?!?! but i've forgotten yours. 
503910,0,I MISS CHEER 
433215,0,I think my laptop just died........................  .................... 
452075,0,@vexedinthecity  http://bit.ly/wdqfO
873189,4,"@tommcfly heeey, today  is fletcher day! =} be happy! "
430876,0,Seasonal allergies are kicking my butt today. Hopefully the meds help.  http://myloc.me/2UsF
585292,0,"@tenderheartjb I have no unmoderated comments so for some reason your comment did not come through   Please try again, I'd love to post it"
915554,4,Is getting the hang of Twitter. 
599723,0,@_Snow_White ofcourse i rather the movie! wonder if i could rock up in pj's tomorrow... last day... am so sad 
83429,0,In my lil bros room with my homies and U-N-I. . .cool ass dudes man...don't think I'll be gettin ne shut eye 2nite tho... 
70028,0,@xbrookecorex fuuuuck i could use that money but it's so hard to let go of any of my makeup  haha it's like my child or something
406637,0,Ughh Soooo Sleepy.! &amp; At Wrk 4 At Least 5 More Hours.! 
1119989,4,is going to london 
543963,0,RIP @EvilNecko Well his car anyways...fucking hell.  Good thing no one was hurt but dammit 
859152,4,"@bbrannan Lol nah but it'd be fun to muck around with. I wouldn't give mine to anybody, but would just be interested it making a synth "
1442512,4,Grease is the word!  I'm watching the end of Grease II  (My favorite of the two films)  It's a nice respite from the news of the day.  
338098,0,@CherrybombPk Yeah very... 
1123186,4,@tommcfly hope dougie gets better and you played bass really well tom 
663251,0,@iFusion15 OMFG! U Going to 789?! idk if im going  how are we gonna meet now? im sad |
808192,4,@iTweetPRN Put a apple trial#2 in the freezer first thing this morning 
762896,0,@bongodopey oh damn you...sick?? 
255318,0,@saydiemason i know.  i almost cried.  it doesn't help that i have leather seats.  stupid nashville. i ranted about it on my blog lol.
1291826,4,Got a bday gift for a former friend im no longer speaking to. Think ill just break it  .....how ya like them apples lol
1194562,4,"@davemacdonald Thank you!  I am quite excited - after the defense, my committee said I should turn it into a book so I am doing it "
1145084,4,"History channel has some good shows this summer . . Expedition africa, underwater universe, ice road truckers  looks  good "
1065685,4,"@dorkexposed Woo hoo! Glad to hear it! That's what #followfriday is all about!  Exposing talent, inspiration, and good tweeps! "
720173,0,"@Ruth_Z I was trying to explain the benefit of your site to someone, but I guess it's down. "
409058,0,I am cold and tired 
5183,0,wants a G1 or a Prada 2  CONTRACT!
1304012,4,five sushi rolls later....im stuffed! and my mouth is burning!! lol 
1247798,4,Steve Carell is awesome 
577950,0,"@BleepBloopJeff OMGOSH, I CANNOT WAIT!!! ;D i'm so depressed, cuz I used 2 have Worms on my old cell phone (n-gage) but it works no more! "
1186787,4,"@ConnorJack yea, looks great  got my vids on there  yay ;) the ads are hard now to find as only some channels show them "
671418,0,Looking at Buzz's camp stuff online.... I miss camp weeks!  
716864,0,i have a tummy ache 
1465064,4,nevermind.. found it 
1073179,4,I'm out. Peace yo. 
377754,0,At workkkkkk .. 
487556,0,how can we say to a 18 years old boy that he is not ok he doesn't have only depression we think someone did smth to him he is totally dif 
980107,4,"Shower, then bed. Goodnight my fellow twatters "
583953,0,"@Jessieluvsjuicy haha I'll try! And I miss you too, where have you been?! "
29818,0,There's this 1 cat I see EVERYtime I go out &amp; he just stares &amp; I always feel guilty  SO weird. Like I owe'm somethin but I don't know'm.
857007,4,@WhitneyEVE Hey Whitney - where can you purchase your collection in Vancouver Canada? We would love to use your clothing for a photoshoot 
1203282,4,I really do love junior highers 
153696,0,I need to scream..Or cry.. I am sick of smiling!!! Yes.. Things are NOT okay.. Ugh.. I had no clue it would be this hard..  xx
818133,4,Wow 152 followers. Thanks guys &amp; girls - much appreciated!  Karen
376900,0,@sjdfan @Vivayn ..and it's on the 9th...coincidence? And maybe not L.A..but LA! That would surely throw us off. But...no celebs mentioned 
84898,0,@lararamos hmmm wala pang sched eh  i just checked out the available clases list...
1254922,4,@dylansprouse1 thats because youu are number one!  a reply would make my day&lt;3 loveyouu(:
1068702,4,Sittin in  my cap and gown fixin to graduate 
1172541,4,"Ice creams all round  Who says I'm a bad boss, well most of my staff and volunteers. But what would they know ;)"
120514,0,@stuartharding sorry stu 
1549113,4,@mayerelle i know. cant wait na nga to go home. wheeeh. i got an i phone. im playing it now. wheeeh. 
1180828,4,@nikkiwoods The feeling is mutual  I have been meeting a  lot of West Indian women in Entertainment these days 
916878,4,Here again  how are u all??
555094,0,"... hates Big Brother. Determined not to watch any of it this year, but very difficult because @VikkiCullen loves it "
1101641,4,Just experienced it's nice to dogfood my own tools. Give myself feedback all the time. Very powerful!   http://bit.ly/bFW0D
1362509,4,@JonathanRKnight I'm following Dave now  btw my sister loves him!
294282,0,We've discovered that my little sister is scarred by this http://bit.ly/19jpT9 she's going to have to go to a child psychologist 
497884,0,but I do not think I can ... is beginning of the week 
847641,4,"@CeTall the one from junior prom. HAHAH. by the way, i like cheezy gordida crunches and strawberry frutista freezes. "
571708,0,@allison__ AH! i got yours! it hasn't been sending me any since yesterday 
1078182,4,@nursedoublek haha sat is going good.. did some clothes shopping now heading to do food shopping  how's ur friday ?
395453,0,"House is a mess. Big clean up session tonight before the cleaner comes on Monday morning. Sounds wierd, clean up for the cleaner "
391965,0,@john_iceknife I can't hear yodeling penguins.   reads: Prelude and Yodel  | unavailable   running out to buy PEZ brb
1558184,4,Ochem sucks so incredibly baddddd. Does the world really need another surgeon? :-/ i need distractions pleaseeeee 
305501,0,@donniewahlberg make @jonathanrknight Stop saying mean things like summer might be it  *tears*
190439,0,"@RBaldry And lastly, the thing that gets me is when cyclists act as though they're more important than all others - and many of 'em do. "
1539839,4,It's a great feeling to be connected to a network of over 500 techies  God bless twitter!
790001,0,@SherilynMoon unfortunate then that I have no signal to tweet photos from my phone whilst in Wales 
604224,0,@LizK_is bummer  It sucks when you understand something bad about someone else... It means you've been through it. I'm sorry sweets 
1047375,4,"@TianaMichelle lol. listen to the song on my myspace.. i put it on just then, i love it "
735198,0,I have the urge to have an iPhone 
143135,0,Jack has a slight temp! He's not a happy bunny! Poor baby 
923333,4,"best night i've had in a long, long while "
1077414,4,@dee_carney Thanks Dee  It's just coz my boys go stay with their dad &amp; I miss them.  Even if they are obnoxious teens LOL
763913,0,sick  im terrified i have the swine flu ahhh!!!! sore throught upsett stomach headache!!!! ahh!!!!
815843,4,Adam Lambert is someone I like better live than in the studio. Which is a really good thing. 
53808,0,@mileycyrus nice * my videos  broken 
1099,0,@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? 
699029,0,@mz_icandy you called my nuggets nubs? You're so mean!  waaaa waaa *crying*
379153,0,needs a new laptop. 
1027214,4,I just lucked out on a goldmine domain www.followers.ws   GREAT domain name. I think Ill develop it unless someone wants to make an offer 
221341,0,@Cootsiepoots  me come visit soon?
759788,0,@JuiiCyeffBaby don't act like that with your brother it ain't the same old story I only used it once ok maybe twice but no more 
1592539,4,@wendilynnmakeup Good morning! When will you go back to work to Heroes? 
577142,0,cried my makeup off yuck. Massive headache. Back to the wake at seven 
1007576,4,@SamanthaSlopes Why not 3? That's how I tell if abattender likes me. 
155943,0,just got home. i want you here 
761028,0,Not feeling too great at the minute......sicky tum!! 
171799,0,sitting at the chevy dealership in utah waiting for the van to be fixed 
609143,0,"@GQMike As if the rain delay wasn't depressing enough, I just read that TR Knight is really leaving Grey's  http://is.gd/15pYy"
627575,0,"@DonnieWahlberg ur getting promo in Australia now,for all the wrong reasons.papers are saying New Kids OFF the block "
1526224,4,@eliichpu MEEEEEE TTOOOOOOOOOO maybe watch some tv like me? 
187605,0,Time for bed. Getting ready for a long day at work tomorrow 
719929,0,"ughh, I wish b93 bash didnt get canceled.    sooo mad, spent 4 hrs for nothing."
170530,0,@laccboner mom said no. 
698679,0,"@ree_i I'm off to find me a party dress.  Of course, cuz I'm looking I prolly won't find one.... "
1410132,4,Finished SAT  time for some zzzZzZzzzzZzZzz
504354,0,I REALLY want to go see Tegan and Sara with @donny545 and @cms8designs on July 3rd! It would be so bomb!! Too bad it's in Seattle. 
613656,0,I full on missed my 1000th tweet.  I bet it was something about trannys.
533467,0,Burr it's getting cold in here. And my headache doesn't like it 
246710,0,"@tannerglass Nope, it's gone "
447369,0,@emmacharlesbeth Sorry about the sunburn. 
1397863,4,"@joepawl He SwHs and throws lefty. I'm working on those skills with him, not culinary. Momma needs THAT meal ticket more "
1134396,4,"@FlowerDust I think if they just closed, I would be a lot healthier!   "
213372,0,@BarryHarveyUK yeah I don't doubt it mate. Disappointing fact 
1546191,4,Well almost 90 subscribers need ONE more! 
1085765,4,@Kacizzle88 let's be honest here he's not gonna beat Lebron in a dunk contest plus ill sabotage your guys plan anyways 
225603,0,I'm about to pop. Dinner at Maggiano's with the wifey sans the kids. I'm ashamed: no more room for martinis! I'm so old...  
1276827,4,"@toosweet4rnr That's funny, but true! "
435577,0,needs some motivation to start SBD Phase 1. Hay....i'm eating a lot of carbo again. 
1168382,4,@Crads313 por fin 
479128,0,Need warm milo and decent milk. Cant get either in my hotel room. 
1515775,4,hit em with det flex and they be beggin fa some mo 
365375,0,mom has bronchitis... I just pray I don't get sick now too 
1468224,4,looking forward to seeing the new Terminator film 
1161274,4,@jmewithachance Cool  I'm going to head off at 9 hopefully.
511377,0,@URIENATOR  sammee! gosh how r we meant to finish it in a week! plus we have to do a portfolio&gt;___&lt;
1069343,4,@Kimmy6313 woouu.. I hope it isn't serious ... take care 
103377,0,"Good morning, #Phx! We had some technical difficulties overnight and this morning, so video will be a little slow in coming. Sorry. "
946545,4,angels and demons-&gt; pretty decent movie.          the book is still better 
741706,0,@KathyFriend She absolutely should have. I am so sorry 
1462510,4,@Don_J aawww  twitter cut me off last nite for sendin tooo many tweets lol
334768,0,"DOliviaWilder  SORRY again, had no idea. He never said a word."
641488,0,off trainin in 1/2 hour...gloves in gym bag all ready.....just feel dead tired tho 
1501492,4,Just got to our hotel in Kentucky. Jessica and Tylers wedding was beautiful 
484840,0,"Scratch that, it's tipping it down now "
85392,0,Love being at the airport already for a 1145 flight... woo hoo! 
1271057,4,"bored. and craving fruit. or pickles. that's still a fruit I'm pretty sure, so disregard that statement. IS IT WEDNESDAY YET? CONDITIONS! "
1865,0,@Pauliwhirl OMG WHINE WHINE WHINE WHINE HOUSING LOTERY IS OVER STFU I HAD TO EXPLAIN TO QIDONG THAT HE WAS FUCKED. 
1163388,4,@TheLadyLa Sounds like your having a great time... Show them some moves on the court!!! 
339224,0,but i dont wanna straighten my hair 
115679,0,OUCH! my stiff neck is hurting me so bad 
1559897,4,@snowhite197 haha. Hard training deserves some good rest. 
1591305,4,@Simonbtfc Thanks!  And good question... where are you??
1248446,4,@andyjudd cool!  can you help me about the pic thing? haha x
1249493,4,"@Kevin_Lately not looking at the ball either!   key:  swing club, let ball get in the way....(BTW, nice shoes....  "
204030,0,feels sad  only one person can make her feel better xxx
459829,0,ugh... its already gonna be Monday again tmrw... boo for mondays 
260076,0,Driving my hubby to his office... Still sleepy... 
1144504,4,@TwinHappyJen Thanks so much for the Twin Happy Carnival. It's been a lot of fun this month.     http://bit.ly/Q00At
799828,0,@wwjpat am sure he'll get &quot;there&quot; in time... and yes  i miss Chris (old Adam) so much  he was very good n attractive 
1523861,4,"@Att_Mktg_Tips Thanks for your reply, learn more about me and my blogs at www.adampriceblog.com only pure content there, nothing to sell "
1319608,4,*sits on @mikesage86 desk* mmm watcha doin good lookin 
957754,4,@jaymc123  love it
676383,0,CLAIRE BEAR IS TAKING VERY LONG TO COME MY HOUSE 
760893,0,Mornin! Ayi I'm runnin late!  quiz today wish me luck
158349,0,HAHA shot someone in the face with mai EPIX shotgun but he dident die  good game lol &quot;Pawngame.com&quot;
1590430,4,@Rotmush no.. I think it was Ori 
1200165,4,following 100 people! wowsers. thanks for following me 
1378877,4,"@boymeetsboy_x what are you doing today on ya b-day, yo? don't have too much fun w/o meh! "
1209657,4,@climateblogger awesome day where we can shout all those green twitters  like followfriday
927558,4,@candysnap absolutely! but we'll need some local help here too. 
872893,4,@Chrissyisms No problem  Nice to tweet you!
817448,4,Dance comp today at the Americana hotel  &lt;3 N.A.P.A Let's go ladiess 
50218,0,@ScottDavis get me a ticket for#startrek when you book bud. My mrs won't come 
245239,0,@LangeFamily What? :o I like redbull  when was this? x
1577915,4,yay!school opening has started today 
815210,4,@BeautifulBarns Visited your nice website; I learned a lot. Thanks for the follow-have a great weekend &amp; good luck on the move. 
1259537,4,Watching family guy ... 
1268564,4,Possible job search tomorrow 
186286,0,Hey @backstreetboys off air  noooo  (groundctrl live &gt; http://ustre.am/X1C)
863151,4,"Oooh, I just changed my twitter to match my LJ. How cool am I? "
602039,0,@crusader1089  Hope you feel better soon!
1391930,4,@bodylikemind You WERE! I remember walking into a darkened room &amp; seeing you chilling out on a sofa 
1089946,4,@philipnewmannz http://bit.ly/FcxoV is always a good subject! 
852497,4,@aahshulee not too sad...i have coffee  and i realized two bites into my pizza that the mysterious stuff was eggplant...my mouth is itchy
1302367,4,@originaltyler im so excited for the new parody 
1340736,4,Is very excited for Big Brother tonight...please let there be some eye candy 
522930,0,@tokendomski Tell me about it! Gutted though as the exact same thing happened with a Bounty last week. Obvs not meant to eat ice-cream! 
648774,0,should stop looking at the menus on allears.net My mouth is watering yet my wallet is dry  #fb
92222,0,"@amandagravel aww you get &quot;saddest tweet of the day&quot; prize   At least Verdino is thinking you're hawt tonight, if that's any consolation."
1488542,4,"@mitchelmusso ,,hey youre ausome. please give a shout out to me  love u lots mitchell. im in england, come see us x"
657354,0,"Laptop got a virus, kept crashing, had to restore factory settings.  I lost everything."
1368785,4,@oOoshecutee hey hey now!! 
1246690,4,"@MagnusApollo maybe not as frustrating as your pyramid maze, hate "
836318,4,hi @ana_alemana ! I would suggest music of my electro project *** http://bit.ly/Nos9D *** free download &amp; have fun  cheers
1336859,4,@DebbieOrwat Yay! Christine Tremoulet is a very good friend of mine. 
510844,0,morning all - What a weather her in Amsterdam - so much rain 
1340964,4,@Asulatina21 Cher! Of COURSE we have cute puppies 
974129,4,@danij715 lol... uhhh... well.... hope it all went where it needed to at the end 
85851,0,my family went to panera bread without me 
82663,0,My legs feel restless and I'm having trouble falling asleep now 
432000,0,I cant sleep 
500916,0,I want an iPod Touch. 
1423503,4,En route to Sherman Oaks to watch Hangover 
473729,0,I am running on like maybe 2 hours of sleep. Sort of miserable right now 
1005669,4,"@filmutopia good god, I hope not. "
799787,0,@rararachel That is so sad. 
221781,0,I really don't want the Cav's  to lose 
1219959,4,"i am awake an sneezing like mad. Very hot again here today, so im going back out into the garden "
1359898,4,@tommcfly Now your not gonna let a little sound check ruin this for you! those fans will just be glad your on the stage ha  GOOD LUCK !
899723,4,mumbai crushed..........bangalore won..........go RCB  the underdog will win 
1282575,4,Goin home to the YAY for the 4th of July!! can't wait..I miss kickin it with my people. BBQ and Liquor then fire works at thw waterfront 
1376321,4,@FoxyRcGrl come hang out 
78221,0,Watching dc3 clips on youtube....ugh miss em 
687710,0,"Internet fail! This is discouraging. Internode never goes down, so I'm guessing the problem is mine "
517788,0,Decaf taste funny to me  Anyone else think so?
360081,0,@Wiltedrose23 he came in today and I wasn't there!! 
141659,0,i flossed and brushed but it still feels like chunks of meat are stuck in my teeth. 
690510,0,OH! I have to go to work with  a bad hangover... 
266573,0,2am and i still can't sleep... Boo! 
1114972,4,@Myss_West love you too bby 
159010,0,Ouch the sun hurts my eye 
718269,0,No camera guy  and I really want pics of sumo suits...
1552273,4,So excited to get to hang with 5 of the greatest ppl I ever meet again next tuesday 
1596220,4,oh? i guess i'll go ask pi then. or ryo. or koki. i'm sure they'd be more than willing. lend me your phone? i've got a few calls to make. 
547363,0,Finally have native desktop identi.ca client on os x in form of nambu. woo. had to create password though 
1491438,4,@nkvanhoosier or am I? LOL sorry just acting silly. Just ate so I'm very happy 
1560339,4,My bad you have like a new last name every week! Hahah. Just kidding. Love you too bitch 
834471,4,@nick_carter u make our twitter pages much more fun LOL keep uploading this crazy pics!!! 
1402942,4,On a tour of AMAZING homes! I miss my friends right now! Need u guys!   Cya Monday!
632837,0,wish i had a drink 
455955,0,"@FF40ish Hiya, I'm catching up with some friends in town this arvo I'm afraid  Wanna pop round one night during the week?"
598976,0,@Rosellyanna goood and i'm just on the laptop watching some music channels and i'm about to have a shower and then carry on with revision 
1101521,4,@GamingSteve I played it in the early stages of development and it was fun then. Check it out 
1142049,4,wow it was hot today!! so glad we have the pool nearby 
917336,4,"@ALOliver You've got to have standards Alice otherwise were would we be ,,,,,? you got to enjoy life it's what life is for "
602484,0,Econometrics burns my brain! I'm screwed - no chance against mathematics 
146240,0,"@akutenshi745 Lucky Dog!  I want to go to Virgina, too!  "
1104784,4,@flyawaysun much more to life SWEET SIXTEEN! happy birthday! see you tomorrow.  do you feel older NOW?
607820,0,Going to the gym...leg day - Booooo 
1254343,4,today...was a good day 
1275336,4,"@karinb_za no, luckily not it seems "
751323,0,@flyboypatrick It must be different through my eyes. Season 1 is on it's own but I still love the rest. I just can't take Heroes bad talk 
1039229,4,@WerdUp Trying to...Fred said you guys got the tickets already...I want to go to Reggae Fest too   I'm all about being busy this summer
1461987,4,"Good morning!!!  Still recovering from that tough loss against the Dodgers.  Hopefully, we can them tonight!!! "
108822,0,@Jonasbrothers aaawwww  why can't you guys come here and do some concerts or something over here in Australia ;)
411195,0,"@ReTaRdEdGaNgTa I totally forgot bout it and mrs ipsen said that if we dont buy them this week, we can't start "
54395,0,Serious thunderstorm and tornado warning rolling into north Dallas (plano/allen).  #weather 
848469,4,Soldier Leon &quot;Willy&quot; Wilson's lucky bullet escape. http://news.bbc.co.uk/1/hi/england/manchester/8007565.stm Happy news 
320118,0,@runsintowalls19 booo weeks suck.  but at least you are going on a vacation in a couple days. lol
1347400,4,Whew they jammin on the radio The Clark sisters U light up my life mahasha 
540745,0,@SweetPeaAngel sorry to hear that  *bighugs* xx
1550505,4,@donitabrown amazing isnt it? And I think its a matter of beating state workers out of downtown. 
888658,4,@memepunks really? leaving the casino in the morning is how half of our regulars do it.. you should have asked them for advice 
1020538,4,who stole my heart 
1508741,4,"off to bed...no studio.,no club...4 days of school left in southern california..remember how awesome that last day of school year felt! "
848236,4,"I think its time to go home for lunch, and sit in the garden for a short while "
139343,0,@PsychoBitchPB Oh noes!!! Twitter'less cellphone is fail!  http://tinyurl.com/rdo2ca
1290020,4,now going to be shown kickass new dells by #dell - awesome. w00t 
144849,0,Why am I up so early  ..soo tired
805526,4,SHOULD PACK BUT IS A LAZY CRAP. am twittering and myspacing atm 
419677,0,I put too much Lemonade powder in my drink. When I added more Iced Tea it was too much powder overall &amp; not enough room for more water. 
390299,0,Looking forward to baseball today but it's raining  Go Gators!
1533007,4,body's aching.. head hurt.. need to sleep. GUD NYTE!! 
1453577,4,@zaneology Haha i can so relate to that! Enjoy the mac and cheese! 
1254652,4,"Essays by William, Patrick, Hayley, Greta AND Mark? Oh, AP, I knew you loved me. Plus the MASSIVE Blink article. "
1035772,4,Woot major shopping day tomorrow oh oh lol 
91223,0,@Vikki_Foster hehe like i took my sis to timmys and i saw this random mcdonalds cup on the road.and i was like.OMG I WANT ONE.im so fat 
1493720,4,"@qikipedia everybody knows this Norman Wisdom thing, come on guys "
30016,0,@RayRay_Sodmg qood morninq ! Today's school 
1367383,4,"Good morning.  Still not excited for school, people."
1342531,4,@radiomsn toca hey monday ? 
1165794,4,@twistedthursday the premier league crown will be back at Chelsea next season 
407761,0,"@tansahsa Oh, I'm racking that up at an EPIC rate.   I'm out of RolAids, too. Bueller? Bueller?"
62707,0,good morning all!im still high off of Manny's 2min KO from lastnight!im also feelin betr.no Swine Flu!i think? 
1305932,4, Was just walking away from the PC when i got feedback ;) I also just got a call and may be heading out instead...quick shower then. 
801406,4,&amp; i played that shit out till the battery died ahaha!...good nite everyone 
974928,4,http://twitpic.com/5ey4c - my collection. It will continue to grow. 
1074613,4,@mariauxy great meeting you today! Love the chair  Many thanks to Bruno
1380941,4,@momisery shedding a tear for you my friend. 
1273319,4,@yoadrian29 hope u like the Marley/Hill joint! 
1370621,4,Is bowlin with frans! 
727557,0,Not lookin good 
135812,0,Is thinking about my dad on his 12th anniversary xxxx miss him lots 
554841,0,fuck...must get up now and leave the hotel  Wanna sleeeeeep
1061396,4,Just got back home from school 
792815,0,I cud be in Southampton right now  damn them stupid trains!!!
365173,0,Going home in the rain 
988975,4,daaaa f@%k !?!?! Seriously? U're a huge asshole... yup 
1166653,4,i had the best dessert in ages at lunch just now = valhano hot chocolate fondant 
295900,0,Not feeling gud at all 
298983,0,Heidi and spencer are michigamua-esque 
416697,0,"Shower, sleep  work from 10-6 tomorrow. Ugh "
224260,0,I have the worst feeling that my english presentation is going to get a reeaaallyy bad mark  And I can't stop thinking about it!
1447458,4,I feel like watching me some twilight tonight. But I  don't want the laptop with me all night. So I guess I'll read eclipse 
1574305,4,@stilgherrian @mpesce.  I think that was his Google query.. just entered into twitter by mistake 
608794,0,"@hitmewithtechno man i'm going to try real, real hard. i think we're going to detriot that weekend anyhow, so who knows?! "
598694,0,another long day of rehearsing... 
429649,0,"@Hilary_W Wow.  How do you invent Tizer? It's such a random drink.  No, sadly I don't get lots of free mints. "
1354146,4,@MarieMakesLight YESSS  !!! TEAM JACOB ALL THE WAY haha
368331,0,@NKOTBmama my coworker bought it for me for christmas 
1552710,4,Just saw a hugee rainbow 
376444,0,being reminded I'm supposed to design sites for IE. I'm on FF sometimes safari. IE!? haven't used it in a decade but I gotta design 4 it. 
210697,0,@amandametheny Me too... 
89684,0,i'm convinced this dog is just going to shit inside the house and stank it up until the end of days. 
797150,0,"Is hot, tired and really really wants to go home!! Bah! Bloody mother and wanting an outfit for Dads retirement weekend "
1426818,4,Makin it a Blockbuster night 
730022,0,"@LeeMcIntyre Hey Lee, I'm having that same problem right now with Skype... "
1479709,4,@ique_roxs Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
867266,4,"i love waggamammas food though i still feel full from last night, yum "
202271,0,"@Angeldream05 Pontevico, which is a small town in Lombardy. Ohh! I went to the Italian Alps - can't remember which town though  so pretty"
1470550,4,"what a tiring day for me. oh well, at least i got to hangout with my precious friends "
