,polarity,tweet
1200974,4,@ralphp matt was getting frustrated lastnight cause he was trying to turn off twitter on my phone with no luck 
1043711,4,checking my emails  kinda lame i know
23476,0,Alarm clock woke me up on Sunday. I don't work on Sunday. I got up for nothing. 
317618,0,"Wow, I can't afford Sims 3 "
850779,4,KLM is now following me on twitter  Should I mention that it have been 4 nice flights this weekend and that they have some cute stewardes?
1150616,4,hello everybody 
334123,0,I'm getting so old.....I want to be playing flash light tag and kick the can on Larch Lane. 
1099637,4,"@TruckindogKarma Golly it looks a lo-o-ng way down from the cabin of the truck to where you are lying, Karma "
419429,0,waking up at the crack of dawn! = 8:00am  but ill be home in time to hang with my girls I hope!! I miss my own bed and my puppy &lt;3
107959,0,so this month i'm working over 60 hours per week....  why???  
436029,0,lack of sleeps give u pimples  #fb
1481689,4,Do you know the best thing about a pregnant wife? I'm not the only one who burps anymore. 
855181,4,@tashjudd Welcome back  Apprentice is very important to catch up on! Bit of a comedy this year.
1103771,4,Grant tomorrow YAY  i hve been waiting all week for this day
121369,0,watch'd desprite housewives. happy that theyre fine ! so early to sleep.. this weeks gon be CRAZY 
545482,0,Headed for bed. Had great day in St. Auggy. Tomorrow is last day I have with the kids 
967114,4,Just wokke up to hot chocolate 
105438,0,"@PushPlayDEREK  dont remind me, i spent my whole morning in tears!"
669760,0,My effing neighbor wont quit with the obnoxciously loud ass music 
764198,0,"By the way, Ed McMahon died.  "
400706,0,@JessicaViberg I didn't know you could feel this way about a person you don't know.. and my heart is broken  .. it hurts..
1327615,4,@tanketom Will do! 
1122310,4,i love michaeljamesway.  Bandit Lee is the most loved Baby.
366442,0,@eatcrayola Quebec is 5008km from london 
722929,0,"@squarespace, when are you going to have winners from Asia?!  #squarespace"
1317050,4,Remember people its Late Night Confessions with Summer Snow. Ask me questions? Converse  I am liking this music by the way.
988295,4,@simsslovenija Awww that's too bad  Right now I have comments off because of spammers - will go open again in the Summer 
857318,4,has just watched twilight for the second time today  gotta love that moviee
672597,0,Dont deal with u nomore so how about u just skip ur ass back to lorry's house @mzneecij ...(ur no fun) 
466741,0,@talosman beer is great! But I just can drink a little bit... 
114634,0,"@ColdHearted19 ooo will watch out for itt, final auditions next week "
1061098,4,"@cuteguardgrl06 I MISS YOU!!!!!!!!!!!!!  Dude, we could get engaged to each other!!!  "
667179,0,@applespotlight .... Or drop it in The toilet like My wife did. 
1115345,4,Still crushin on Wil Nieves.....yeah...married.  Do we see a pattern here?  
568228,0,reason number #44 why men should never do laundry: dad ruined my favorite black lace dress 
1280338,4,@GraceMaryLove hehe. I am.  i'm Ireka. nice to meet you mary grace.
1551394,4,@triciagoyer all your stories sparkle 
1481898,4,I had forgotten just how much I love Fight Club... 
712637,0,Omgosh ive been away so long wtf did i come home!??  i hate it here
661937,0,I WANT ZAC FOR ME 
769999,0,@breelin I need to make it silly lol. I miss you 
571165,0,Get friend code 4 my game.I tkae 2 1 persome but they got off 
1120222,4,"@Jaynecollinsmac okay, all done. thankyou thankyou thankyou  x"
135656,0,Totally up for the some Violent Femmes only I cannot find my cd. 
760594,0,whaddaya know.. another headache.. great 
459219,0,I NEED SOME ADVICE....MY EX WANT ME TO COME SEE HIM TONIGHT BUT I DO BUT I DONT LOLZ BUT I KNO WHERE THIS COULD GO...NOT REALLY BUT Ugh 
1390542,4,*sign.. Well weddding in the am. Gnites twits happpy bday mariz 
494606,0,I have a headache   and I don't want to be around people today...
576307,0,"@philjeffs neither has the wife, i just wasted my first ever iPhone MMS and she didn't get it; got the old message about going to website "
117581,0,feeling bored i wanna every one here @ my place 2 find a place of there own 
668115,0,is at work wishing that she could be enjoying summer like every other college kid in america 
725955,0,I'm sorry but I just don't understand Twitter...AT ALL  
1102004,4,@ThatAngelGirl that's great!  coaches are good people 
172144,0,Gotta work.  Lonely weekend ahead. 
901581,4,@AmyatQ13 @borborigma I agree about the redesigned Q13 site! Looks great on computer &amp; phone. 
584154,0,"@pinksweatshirt maybe lotsa punctuation, but not so much truth: &quot;Cera&quot; twitter ain't the real guy: http://bit.ly/Yn7hy "
1123828,4,@grungeheart_ then good luck 
1313687,4,good night lady @evablue  ♫ http://blip.fm/~7jhzu
479434,0,@NYC_CoachO I'm not a lurker  !! I'm here alot sometimes I just don't have anything sarcastic to say :-/
762751,0,@NicoleeeFx so I have no idea what i'm gonna do with the story now 
187626,0,"It's always nice to b awakened before 06:00, especially after turning in after midnight  I love our two boys !"
700387,0,i feel somewhat better-slept for 12 hrs-But still coughin &amp; have a sore body-i never get sick-last time was 3 years ago. Bubba's tonight 
652839,0,Is wondering who to curse out second time my money ain't right if it doesn't get fix soon heads will roll. 
258218,0,@GoHeadOverHeels i've been having a lot of problems with twitter 4 days  I still cant get my background to upload  it does but doesnt show
852960,4,"off to another lovely day at school, it'll be over soon, "
112924,0,Tidying and then more work 
1421824,4,"just graduated! now i'm chillin with my family and second family playing wii, watchin movies, and doing karaoke "
99952,0,&amp; Danny's ending performance was just so beautiful. Btw I stayed up yesterday &amp; I forgot to bring my thumbdrive. I'm the 'smartest' ever. 
538601,0,Thinkin about Jess got me thinkin if I hadn't lost my baby I would b due in a month (7/26/09) 
390812,0,"@TalkToQwest no, DSL service is still down. 38 hours and counting. Called support: known outage, no ETA on fix. "
874359,4,Woo! Weekend! Chilling in st pete with matt 
1086053,4,"@im_erika There was a girl getting it done on her legs yesterday, she didn't seem too happy "
472557,0,Is about to go to work.  have fun at vbs lauryn.
368268,0,POSTED AT THE CRIB!..THE WEATHER F**KED UP MY DAY MHENN!!   NOW WHAT?
1549311,4,@yungdyce Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1368159,4,@Stuartcfoster It will be so great if you can make the @MProfsEvents B2B Forum!  Hope to see you there...
628492,0,@moony394 Lol you don't like anyone else now? 
1181200,4,@tonyvisme I am great!  beautiful here too 
1530487,4,"Monday morning, waiting for the caffeine to kick in... "
1479837,4,@ladyysav hey savannah what are you up to girl? 
1080250,4,@onetwobeats haha yeah i'll bet! but fer sure we have to have a typically Hannibal day like the tourist do 
683407,0,i need to get up in 6 hours to take Captain to my sisters.  I am doing laundy.  My outfit for the day is next in line to be washed 
1133738,4,"Unpacking!  @briannabarbati come back, we miss you."
1548439,4,today has actually been one of the best days in a while  OH HAPPY DAYS
586218,0,@RecipeGirl been getting a lot of mail server bombs lately .. seems to be a trend gobs of crap traffic is clogging servers all over 
1505041,4,@oyinhandmade I still love all your other stuff though so if I never see honeytint again it is all good 
742864,0,Made it to church early!  Shocking. Hope everyone enjoys the first day of summer and Father's Day!! Flowers on the altar in mem of dad 
1338596,4,"@Charleykins Haha, I'll try not to. "
1424105,4,"Having fun with my kids at Gateway, playing games of chance for prize tickets. Kinds like life, eh?  "
1448241,4,@Kali_roll u can believe me!! 
969889,4,@technicalfault I think it all dapends if you have &quot;the look of love&quot; 
577023,0,Had a really fun day at Ordina Open.. still a little bit in shock about what happened to Marcos..  So sad &amp; scary to see!
1461952,4,WATCHING IT AGAIN IN HD!!!  &amp; then putting it on my phone !! SO EXCITED !  OMG! is this the 2009 surprise?  COOL!
585666,0,If you read this...im sorry. i really and truly am sorry 
1309503,4,"getting warm &amp; fuzzies inside the studios of KUAM today, as the KUAM Family kids surrender to summer and add color and joy to our lives "
151320,0,don't feel good ...wish I was at home 
1279225,4,@graff_king well its kind of you to say  xx
1028003,4,hey guys im taking a bath come over if you wanna..................................learn about WATER DISPLACEMENT! haha  GOTTCHA!
1208655,4,@zeeblack yeah! tru dat! 
191175,0,"applying for jobs is not fun...nope, nope, nope "
1416077,4,@lindaliuser could you please have janice check her fb and call me back? Or just have her call me? Thanks! 
842456,4,@blksuitbouncer LOL I just connected two tweeters!! I'm so awesome! 
780435,0,ListeninG SoME Music.. hEre.. ALoNe??  
1096202,4,@Spandexx naw shucks i feel all warm and fuzzy 
1525739,4,@thomashallett Well done! Nice one mate! congratulations! HURRAH! 
1025960,4,@stirrell you never know ;) Jared and I made a PSA on a survivor of a zombie greeting card 
32977,0,@callanb nope. auctionsniper was set to 250. other bidder's max was 250. i missed out. 
264445,0,feeling bad for ben stiller....bless his heart! they are making fun of him 
1147511,4,"Now doing Iridology and Herbal Medicine at Art &amp; Craft Markets on beachfront, Gold Coast. Had a busy prosperous day "
192879,0,ugh  WHY AM I AWAKE 
228032,0,at university and am so damn tired..besides i failed in psychology 
610649,0,is gutted she cant see @ThrillHillBruce this year 
888543,4,"Bamboozle, part two. "
240931,0,"Whatever, from now on you can start our text convo's think I've started enough recently and today you cant be bothered to reply "
1289694,4,@TheKellanLutz  thats so funny  
631051,0,@BradOrlich hey bud... Ya thats me. LOL. hre is a nice little set from 2day. Not me though   http://twitpic.com/7ro20
1073820,4,going to dinner for my graduation and then going to kory tyler and summers house for a hella big sleepover. 
1267654,4,a little gilmore girls season 3 
240451,0,needs privacy at all times... Certain informations are confidential and don't wish to let other people know... This makes me so upset. 
656687,0,@Jazzy813 FAV i cant go to that link my job blocked it 
455906,0,"omfg :| new kids splitting after full service tour, this can't be possible "
348796,0,@JustMeyer Ok i just listened to that one...really dope song and the beat.. i guess I'm just not that impressed with their voices 
103783,0,theres NOTHING to eat in this houseee. 
412150,0,"Tummy acheee. stupid pizza buffet, i hate you. "
807371,4,@twinkleboi He's waiting for you - with his mates 
837732,4,Listening to the radio 1 chart show  Next Up ; Switch w/ NICK GRIMSHAW!! I love that guy..
668566,0,@ohboyitsfatima awh  well i'll take tons of pictures/videos for yaa 
1348901,4,@meatstack That Banda Bassotti version w/ Chris Byrne is my favorite. 
505998,0,bored trying to figure out why he wont talk to me 
802734,4,@RealHughJackman Wow...I had lunch at Dooley's @ Silverwater and thought THAT was a nice way to spend a couple of working hours...you win 
1136798,4,"@jeangwang ROFL!  See, I couldn't get away with a comment like that...  "
1221015,4,#mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday  retweet
694079,0,@LittleLisa69 Not good at all  Score is 26-7 to the Boks
1238396,4,Haha Deepak Chopra posts a beautiful thoughtful post just after my &quot;heart spitting&quot; post. Karma or my angels tellin me something?  love it
323956,0,"in desperate need to have my laptop back!! I am lost without it, it's been too long "
1224563,4,@skittles15th aww 
195136,0,@gleepface Matt Bellarlly iz a nob 
1400113,4,getting ready for the day! 
473263,0,"@dabitch I want to order some clothes from Torrid (US) because they have awesome plus size clothes, but it's +37% and that's a lot.. "
348941,0,"Your faith in me brings me to tears, even after all these years . And it pains me so much to tell...that you don't know me that well. "
1174178,4,sunny again 
341939,0,Very tired today 
955670,4,@jonasbrothers http://twitpic.com/5cmep - Dont you get a private jet ?? Have fun 
341792,0,@StanDevia I don't understand  
1290662,4,ahhhhhhhh gossip girl was the best ever ! finally chuck &amp; blair are together !  yesss lets hope they last 
187946,0,@CrimsonMe you attacked my buddy Djarum it seems! 
974499,4,@whitneyelizabet yeah! I'll email you this week sometime....I have a few weddings on the central coast 
1529398,4,"Another week has begun, another day at work. Hope not to be too distracted by a certain community. Oh, who am I kidding? Of course I will "
1214604,4,@misha_kvakin Табличка будет очень в офи?ных опен?пей?ах во?требована 
442925,0,@deathdude *you're* no i'm at home. 
377467,0,@LeaHanyan Oh that sucks...I've never had that issue before until now.  But thanks for letting me know! ^^
1180507,4,"I love August Rush. the movie hahahahaha. Jamia Simone, u voice is cool  n u r beautiful too "
643264,0,fridays are meant to b fun 
1346017,4,@midspot You can install without a key. 
714738,0,@ddlovato Demiiiiiiiiiii... please reply 
418630,0,"@MicaylaMari22 it's horrible, it's like a mother losing one of seven kids "
1319072,4,I loved Conan O' Brien's first show on NBC  He rocked that Universal Studios tram tour XD
802839,4,@RespectTheWest ha! i have a cam in my laptop but doubt my clients would go for it 
1336042,4,@GhoulFriday Thanks!   Brains vs Coffee is awesome.   I'm often torn between the two!
1262848,4,Got some really stellar emails today 
1586370,4,i am. yours areee so friking boringgggggg. mine are exciting  @DJJAC4
1442519,4,"Getting ready to call it a night! Tomorrow is going to be a blast! U should so text me sometime! If you need the #, get @ me "
1051026,4,@okizarisu I got Aichan's card too. 
781227,0,#84 WITCH = sad. 
1353940,4, Love Lilly. She's amazing... &quot;Was that about the face transplant or Peru?&quot; hehe HANNAH MONTANA1
1517848,4,@metagaming Sounds like you're in the right place!  Everything is just grey here today
1522468,4,Just listened to all SSW and ZAUG now just made an epic wrock party mix  its a good day
632511,0,I know I should go to bed... but here I am. I have a longggg 10 1/2 hour day ahead of me. 
830733,4,"Washing day today. 2 loads done, 8 to go!!! Really should wash more often, clothes that is "
1040679,4,going to bed soon after some youtube surfing... night all! sweet dreams! 
289232,0,hair removal cream and fake tan stink the bathroom out i have come to realise blahhhhhh 
1120014,4,@sunshine_diva  Just went to your website...  ya... that's me!  
1297668,4,@rhiannonstone thanks  copiedandpasted
480185,0,@xLucyloox Yeah   Lol the one from the conservertory ?
1515790,4,Back in the office all alone .... again .... Poor me. Listening to @chrisdjmoyles to keep me going  Thanks Chris and the team
1442781,4,titanic is one of my favorite movies 
1070579,4,my #followfirday buddy is @aagil4 follow him 
341294,0,isPlayer Has Died! Sorry 
327303,0,"@elkabr yeah its really hard for me because I almost went out the same way. If it wasn't 4 a certain band, I wouldn't be here either. "
435756,0,@hannahcollinsx Noo  I cant do triginometery. I dont really care anyore though haha. You physically can't do bad in cspe. You going 12th?
784752,0,@Cranialstrain ha! That's why I don't have a cat. ;) Sounds like uv got a lots of prepping to do for w/e. 4am would not be a good start! 
922590,4,@DeliaTheArtist worked all night on it just for you  http://bit.ly/KYD5c
1311610,4,"@lexi_bexi ahaha its tearing up my heart, to hear you speak this way about them!!!! See nsync works for everything  lol"
1297607,4,back from la union 
805142,4,@BlairUnderwood chilled out in the Canberra autumn sunshine 
329846,0,i am on playlist.com youtube.com doesn't work 
1371313,4,"@Snowfire11 twitter, answer the random email, fix the 1 issue every 3 hours, and find lunch. "
701275,0,I think it's cool that the wood saw on the knife my bride gave me for Christmas works so well. Did chores this morning: sweaty now. 
332228,0,@celebritymound lol haha i would never do that then where am i goin to get my gossip from 
439565,0,@Fazenastynas Sometimes...  I get it from my dad  Lol.. Actually it's not that funny
1081344,4,@crazyjohnkerecz You too have an awesome weekend 
909106,4,@caffeinefueled Welcome back 
77750,0,I miss my mom 
522094,0,"again in a strange, almost mad mode, because of three exams tommorow......bad, bad, bad "
1089579,4,@j03lar50n - busted  Yes I was at that user group meeting and presented. Don't get to SLO enough any more. Doing a history project?
1589216,4,A happy #traveltuesday to all 
378074,0,@prettyrainyday I deleted a lot of OBU'ers from my FB and so I can't stalk as easily anymore 
505269,0,omg ears pop PLEASEEE. I feel like im in a bubble. 
547920,0,i really want this one person to call me. because i miss him. 
606818,0,@fadilah I am sad too. I am darker and my skin very terrible thanks to th weather  (TRUST ME THIS TIME!!)
840280,4,tech people! Listen to LEO live online http://www.stickam.com/leolaporte I'm in the chat room as born2create2 
46425,0,@MusicianGirl  thinkin about Dre 
1471081,4,cleaned Ripley's (the mouse)  tank.... hope he enjoys the fresh shredded paper n beer bottle carton 
950897,4,"@kol1986 You are a smart man, my friend, AND you got me to 150 followers, so I'll always be your pimp "
1083288,4,@Spinelli666 I HAVE to respect self deprication..remember I'm ten   #p2 #tcot
385895,0,Revising 
973057,4,@Silver_Craig was awesome 
914016,4,eating chicken kebabs with muffi and chups  watching &quot; meet the spartas&quot;
778988,0,"@sociaIIyawkward I dont think he wants to meet me, so I should just try and move on....I just dont know how to do it!!!    I am not cont.."
1093709,4,@kennethkufluk Nice one mate. Plus it's on the front page too 
287872,0,Not having internet sucks. I feel useless. I can't even modblast for another few days 
716764,0,Just got my heart brocken twice today  &amp; he doesnt even care or know  !!!  How can life be so cruel? Omg i'm going to cry...P.S i love u
1322698,4,@LadyRubaiyat I will have it by friday the latest YEAY !!!!!!!  XX
273537,0,..i really wish i could get over the time difference woke up at 4 again get to see my bestie tonight  but no derek today 
1238915,4,@JeremyFire it's just beginning. 
206288,0,"Our creative director (my best friend) just called from the campgrounds he's at &amp; asked &quot;Would you have come if i invited you?' Umm, yes "
1267666,4,@erinmusicluver doing it right now 
1519759,4,@RealRobBrydon Yes they are 
1274034,4,"@MrJHolloway writing, as usual "
793841,0,@TynzBoomPow WHO ASK YOU DON'T WANNA COME 
509884,0,@LynneHutcheson did u get a tweet from him????? i've never evan had one yet  feeling a tad left out 
153163,0,Awww... My blow up mattress must have a leak... I fell asleep last night with it all blown up and woke up on the floor... 
109584,0,Finally a little sunshine - Trying to paint the garden fence which is sooo difficult  when it rains 
1328772,4,one tree hill! 
926704,4,@fifi_luvs_free happy mothers day to you the bestest mommy ever 
1193390,4,just got back from car shopping with my parents... i LOVE my parents' new car 
1202152,4,"@Lawrence_Leung: Drink coffee in a bookshop, Blog in a cafe and if you get  swine flu make a hilarious series about the experience "
995379,4,@traceylien Surely you know better than to listen to forumers. 
1318823,4,"Good Morning, Twitterverse  Happy Wednesday to all of you. Today's Business Time! http://bit.ly/WbcFO  oh, yeah!"
617214,0,@kanokc seems like I have to fly with Amirates. Singapore airline just put the price up by 100£ 
578227,0,oh ... i forgot about the meeting tonight ... i guess i won't relax just yet 
410819,0,my head is killing me. everyone is speaking loudly and the neighbours won't stop fighting. this is not my morning. 
88334,0,About 6 tweets didn't go through this morning because text messaging on my MetroPCS phone is not working. Incoming only. &quot;Sending Failed&quot; 
1371096,4,@scottiardella I shall Scott! Thanks 
1181904,4,@taylorswift13 hahahaa I can so see u doing that &quot;IM ON A BOAT!!!&quot; haha that song is sooo funny 
356956,0,"@rudedoodle I dunno, I think stepping down pretty much forces an election. Which means tories "
944067,4,@lindseyghouse Good morning to you! 
1502273,4,"@JaYsSoOaWeSoMe oh cuz u were born with full blown tits, sass n sexual appetite?! Can I relive my childhood? Hmph! Ps, willy wonkas on "
721296,0,ok sooooo..... i found the plugs I want for my ear and they only come in 1'' or bigger  I have 1/4'' gauges
1372315,4,love it when the relo's from lismore drop in and suprise us with a visit 
215634,0,"@joeypage dude,that game thing I your iPhone,I so don't get it? I have like $1,000 &amp; I keep loosing when I attack? I so don't get it "
950039,4,@CrisN73 are you looking for a home-based job? would you like to offer your services? please @ or DM me; I'll try to help you find work 
812196,4,Ok decided to look up   http://en.wikipedia.org/wiki/Brown_sugar
729635,0,"Happy Father's Day to me! Woot! What a perfect day to be in the dog-house, futon tonight yo!!! "
348361,0,So hungry. But I can't leave reception to get anything. Boo.   Did I mention I hate reception? I have a BSc &amp; I'm a glorified greeter.
459099,0,"Watching WIS through antenna. No cable yet. I'll sure miss you in the future, rabbit ears "
677665,0,I only have one contact in and I can't see  I'm not home nor do I have my glasses
32913,0,"@elenakatrina I've never had one before  I can hardly sit down, it's ludicrous"
375035,0,i deserve so much better than this 
127665,0,locked both sets of keys in the new car yesterday afternoon 
519418,0,I feel like crying looking at chemistry  Save me! Anyone?
1325505,4,@vocaltest thanks for the recs for the hair stuff  gonna head to sally's tomorrow and try my luck getting it 
563972,0,"awe, it appears my last tweet did not send.  i SAID, i'm stoked b/c i am visiting a new #clothdiaper store that opened in my town. yay!"
806120,4,@mileycyrus gOgH milEey yOou kEen dO iT!! wiCKck Up 
271990,0,Damn bugs! I got eaten alive last night.... 
482036,0,"just came back from training, whew i felt really heavy cause i had short brake "
606318,0,"I woke up with a stomach ache, but HAD to go to lab.  Now it's time to nap!"
1488315,4,has had a good weekend and cnt wait for her birthday party and her birthday on the 13th  xxxxxx
1233301,4,@jenmcclurg Preach it Jen! Will you go with me on my listing appt tomorrow 
229378,0,"Fondue with Josh, Holly, and Adam was an excellent birthday extravaganza.  Knee making horrible cracking noises since the other day.  Boo."
1029986,4,@oppidanpov thank u  
448348,0,"Already missing husband, he's in DC until Sat  glad I have help though"
1062646,4,Time for an apple   I hear it keeps the doctor away.
455586,0,"Turnin in early, no more late nites into the weee hours of the morning tweetin...vacation is officially over "
1274806,4,"@_mcs i noticed the absence. figured u either got busy, bored, or both.  good to see you back"
721949,0,@NEsugarlandfan agh...it's the worst Blair. it'll be a year in November and who know when they're coming back down to LA 
149483,0,I am so pissed at myself. I stayed up till 2am playing sims without saving and killed off my single awesome dude by fixing the tv.  
992033,4,"Ha! havent updates in 12 hours. New record. i find it funny, how people in USA are like Goodmorning and im going to sleep right now "
1544500,4,@Itxi_Itx as soon as the coma part starts I will 
495491,0,@justicejewelry the shipping to the US is much higher unfortunately ... from memory about three times the price 
1099102,4,Waiting for David to get his lunch hour. It's such a beautiful day today 
1029825,4,@bilalhouri I feel exactly the same way  *good morning!*
24334,0,@ShelLovesCheese aw no  I'm sorry bout your cat 
1348281,4,@sweetsugarheart - no problem. 
1565616,4,@buckhollywood: It must be nice to be popular   At first I thought you had written 'album' instead of 'alum'   Have a great day 
885461,4,@leightonmarissa EVERYONE's addicted to twitter! 
1430709,4,@jakerockland Haha. Where did yew have rockclimbing camp? An Wow  an Idk noones pissed me off taday. An i didnt think bout sumone all day!
615303,0,Summer just began and im already borded!!! 
288859,0,I wish the format was still together 
329143,0,@real_tom Good to know. I'll be putting my coffeetable up soon. Hope you didn't get screwed. 
217628,0,@TiaMowry Would be nice if the show was on 
108078,0,She hates me cuz I don't like dancing! 
1121136,4,"@pgha before single-stream recycling, we always had piles to bring to CJ. now the piles go away every other week and no driving. "
680766,0,"via @retweet_it: Not Only Was Steve Jobs Sick, He Had A Liver Transplant. http://bit.ly/15d2Xq and he will live only 4 10 more yrs "
1101104,4,Reviewing Portal: I liked it!  http://blippr.com/b/d793
1324679,4,@downesy i can sympathise--back problems are awful. Does heat help? How about wine   Do you think the crumpet will make a comeback?
1444858,4,Good god. Tonight was the shit. I freaking love my friends. 
1123733,4,http://twitpic.com/6a5zp - me and my granma 
1261791,4,@CrisXmusic The Fun Boy Three 
565925,0,my lip still hurts  still got portugal to look forward to in 4 days!
1190873,4,"@99_AflacRacing keep it up @99_AflacRacing, you and Carl are doing a great job! "
1248435,4,@flarehead109 Hey.  I don't think you scared her. What did you send her anyway?
669399,0,@natalieox I really want to go to that one but im not allowed  xx
499435,0,@NathanFlores17 our school is not too popular.. 
351376,0,I gotta pic of my baby cousin as my photo frame widget on my home screen. I just glanced at it.......I miss her lil' grown self. 
174787,0,@riskybizness23 You never write back babe.... my feelings are hurt 
1463631,4,@synnemx haha. that's awesome  I want one!
1397385,4,"bright lights, big city. "
28011,0,@ezmiley it stopped 
137691,0,Very impressive accommodation... I could swear it smells like a trough lolly in here. Not sure how I am going to fall asleep 
40541,0,"I really have to sit down today and focus on editing. I'm getting too far behind. Not good  Nicole, Bink, Angela, Aggy and Sammie to come"
357457,0,"@alyssaaa6  okay, i'll let you know"
927408,4,Tiffy has a conference in California in July ... she will be packing me in her carry on 
1458749,4,@tiaraaaaa haloo juga  thanks ya udah follow. kamu anak mana?
748825,0,accidentally deleted 60 photos while formating the memory card 
1302580,4,Had a fun day with Glory  it helped keep my mind off of things.
910534,4,"@scarybunnies Abrams has his quirks for sure.   I'll summarize my post like this: decent flick, but NOT a &quot;Star Trek&quot; story."
575719,0,Falling from my mind like the rain from the sky... gotta be a better way to deal with this 
1298075,4,@MRCOMMODORE thanks! 
1120173,4,Nick Simmons is totaly HOT!  &quot;Angel of Music
700119,0,'do you feel the love? Let god in. Love jesus'. Oh no. It is a christian concert 
630169,0,@macyfouse im sorry!!  my mother can be retarded sometimes...
1349690,4,@natthecat11  Hi Nat!! 
221589,0,my teeth feel like they're going to fall out 
563676,0,Very long day ahead of me  i wish it would stop raining...
1465846,4,@lameymacdonald  haha!  It's so much fun.    How are you? Cloudy and raining a bit here.  Did you get all your chores done yesterday?
1410892,4,"www.rock-cat.webs.com ,, and www.littlecat92.webs.com the first one is my new makeupblog and the other one is My pictures.,my song texts "
1245789,4,"If the said things were lies; it is really ok, am quite used to it "
999114,4,too bad spongebobs not here to enjoy spongebob not being hear 
1281995,4,3 out of 6 harddrives in my own office server just failed overnight - what a great way to start the week 
873737,4,goin for a walk 
506792,0,@Thomasdequinc YES it is  its freezing
383464,0,#sims3 just arrived! Won't be able to enjoy it til 2moro though as I have family over (who want to go see Terminator 4) &amp; a work shift! 
411238,0,@danaschurer yess the old line up. i miss them boys 
776517,0,"I hate that I have to wake up at 4:30 am on Fri/Sat, just to attend orientation  Too late to skip out, nao -_-"
1451957,4,@Casi_76 yes it is slightly wrong to hate your brother  and with me and my sister it's complicated but I deal with it for the sake of the
1191262,4,"The road is long and, in the end, the journey is the destination.... (Whitey  )"
1492820,4,@FrankieTheSats gotta be nate and THAT smile....  or Chuck and his dinner jackets and limo! Or dan... Or Rufus for that matter ;-) xx
921107,4,@SmittnbyBritain Thanks!  I'll make sure my mom gets the hug.     http://tinyurl.com/qkueu8
821695,4,@Jenna5432 you've been musing very deeply today...hope everything is going ok 
642332,0,"this is a sad day  | we can build a new tomorrow, today | Messing things for 6th part."
761171,0,@vonnietastic It makes me sad that the only time I see your face is through your constant twitpics   merrr
571046,0,OMG ! I cant live without my computer 
140886,0,"@DontEverThink I actually found out who won about a month ago lol, possibly more than that actually... accidentally "
153211,0,"@JayneRelf it's true, can't believe Jordan is going to be 21 in 7 years "
161315,0,wishing i had marvelous misadventures of flap jack on DVD 
1129113,4,@r0xii we will have to compare notes in Nov 
510387,0,"@Junelove1 oh, dear, Junie!  I hope you'll get well soon &amp; be healty &amp; happy, coz you have so light soul! I'll pray God give you heath."
99969,0,@ddsy it would be more fun to send tweets through our phones ! 
1138980,4,"@lonemat lol.   how about hugs from...7 ellies, a yeasty, and bear?"
1094726,4,Chelsea Lately is an amazing show.  Hilarious. 
1226094,4,@shiralazar Just saw you -  great job!  I'll be using some of those on my trip across country this summer. 
25413,0,Will have to miss end of Man U vs Everton ass I have to turn up at a work meeting later 
814915,4,Hi Twitter.. having coffee 
845779,4,@manz76  Own herbs and all... You've done well then!!! I'm impressed - I wish I had my own herbs 
1062514,4,I had coverage two days in a row.  I think they hate me!  
1324960,4,"graduation rehearsal, beach, pedicure, lecanto's graduation all with the love of my life  &lt;3"
148354,0,Nevermind. Raining in mtns &amp; in Moab. Today is Porc-free riding diet.  guess I'll head up to Vernal. #fb
127127,0,i miss ben stiller on twitter 
1209744,4,@MikeMayer really? Thats hilarious! Don't tweet so hard 
736147,0,@sugarscamp I was FED! 
604974,0,starting the rutine..on my way to school 
378640,0,@mikeyswag i'll cop before i go to work and pregame on the train lol  (sad what my life has turned into)
13913,0,I think someone is mad at me ...... 
435246,0,missed CSI LV 
1095199,4,"@north korea supposedly (and JUST JESTING HERE!! STRICTLY!) It has the range to hit Alaska! Bubbye , finally, Palin! "
57828,0,"Off to the curve for some food, need to get a pair of new sunglasses as somebody sat on mine "
1256180,4,2/3 of the way done with Week 3 of Couch to 5K. Incline + Humidity hurts. Blueberry pancakes will make it better 
720820,0,worked 9 hours today. my back is killing me. sleep and then work at 1045 tomorrow morning. all i want is sleep 
727096,0,As much as I'm liking my work and Bombay I miss constant access to interwebs and Twitter 
1034928,4,everyone . This is my first tweet from my cellular device 
155142,0,@kyluhtoots have to go to the gym after meeting Juz eh.  we're still meeting before you leave right?
95939,0,pff Starting at 7:30 in the office is early 
1245783,4,@falconsview *raises hand* Id love to sit in too 
828642,4,@WollemiPine I am not!But yes I know its like spam if you ask me!;) But lets not hurt our followers 
717223,0,Ready to go home.. 
337100,0,@misskeribaby Omg!!! I just seen that movie on bootlege... but I didn't have the glasses 
1584382,4,easily amused by the fact that motorway patrol will be back on tv on june 25 
221964,0,"@GoldCoastDiva @GoldCoastDiva First the Nuggets, now the Cavaliers! Aww man... "
38458,0,@IzaArtillero nope its still july 8 here in PH 
843193,4,"@mikewat sorry to hear that. Go lift some weights, that usually helps getting aggressions out "
725136,0,Is going to bed at 2. :/ this evening was fun-ish but I miss her like a crazy mother F*********  I love her.
